sequence,drummer,session,id,style,midi_filename,audio_filename,bpm,split,y_0,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15
745,drummer7,drummer7/session2,drummer7/session2/112,jazz/fusion,drummer7/session2/112_jazz-fusion_96_beat_4-4.mid,drummer7/session2/112_jazz-fusion_96_beat_4-4.wav,96,test,1.0341074,1.6540567,1.69813,1.3990141,1.2780602,1.883502,1.9548347,1.6660618,1.0165666,1.6725998,1.9788537,1.6938205,1.0,1.5334026,1.972903,1.6847123
746,drummer7,drummer7/session2,drummer7/session2/113,jazz/fusion,drummer7/session2/113_jazz-fusion_96_beat_4-4.mid,drummer7/session2/113_jazz-fusion_96_beat_4-4.wav,96,validation,1.3312516,1.3376697,1.3435287,1.3465183,1.3474033,1.348233,1.3489945,1.3494184,1.3498647,1.3498886,1.3500147,1.3499843,1.0,1.3164942,1.3500025,1.3501906
747,drummer7,drummer7/session2,drummer7/session2/114,jazz/fusion,drummer7/session2/114_jazz-fusion_96_beat_4-4.mid,drummer7/session2/114_jazz-fusion_96_beat_4-4.wav,96,test,2.7634006,2.1101944,2.2040155,2.17002,1.5734378,1.6754719,1.0898042,1.0,1.6114509,1.2412549,1.7909184,1.4878079,1.2053945,1.6161643,1.9285728,1.9861215
748,drummer7,drummer7/session2,drummer7/session2/115,jazz/fusion,drummer7/session2/115_jazz-fusion_96_beat_4-4.mid,drummer7/session2/115_jazz-fusion_96_beat_4-4.wav,96,train,1.7757394,2.3004,2.1984394,1.0,1.961124,2.5825977,2.6421862,2.4792287,2.6648738,2.9049907,3.1468987,2.8878713,1.2486621,2.1667285,2.839842,2.969417
753,drummer7,drummer7/session2,drummer7/session2/12,rock,drummer7/session2/12_rock_95_beat_4-4.mid,drummer7/session2/12_rock_95_beat_4-4.wav,95,train,5.157762,5.811493,6.219341,6.3853774,6.5159936,6.618881,1.0,2.7360752,4.0831265,3.1964004,2.2987165,2.176488,3.384194,3.650654,2.6749716,3.512095
757,drummer7,drummer7/session2,drummer7/session2/123,hiphop,drummer7/session2/123_hiphop_140_beat_4-4.mid,drummer7/session2/123_hiphop_140_beat_4-4.wav,140,train,3.3711946,3.8905706,2.8000057,3.8481019,1.0,2.1104844,2.997269,3.8453395,1.737301,2.9546366,4.076983,4.6729918,2.5310552,3.3729353,2.8503518,4.159196
769,drummer7,drummer7/session2,drummer7/session2/14,rock,drummer7/session2/14_rock_95_beat_4-4.mid,drummer7/session2/14_rock_95_beat_4-4.wav,95,validation,1.1600319,2.4571462,3.378052,2.9549224,2.0087945,2.7905312,3.329582,3.157455,1.0,2.240219,3.3320909,3.797326,2.0925808,2.9766374,2.7530067,3.559702
770,drummer7,drummer7/session2,drummer7/session2/15,rock,drummer7/session2/15_rock_118_beat_4-4.mid,drummer7/session2/15_rock_118_beat_4-4.wav,118,validation,1.0,1.723544,1.9938675,2.095594,1.7240107,1.6978687,1.6299493,1.828821,1.9649292,1.7002225,1.2435579,1.7697134,1.6118135,1.6885887,1.8784105,1.5087798
775,drummer7,drummer7/session2,drummer7/session2/2,rock,drummer7/session2/2_rock_120_beat_4-4.mid,drummer7/session2/2_rock_120_beat_4-4.wav,120,test,1.7394813,1.757056,1.7700837,1.7514081,1.0,1.5758462,1.7741069,1.8071206,1.8107092,1.8114915,1.8120996,1.8126371,1.3532532,1.3041921,1.7020111,1.8042779
778,drummer7,drummer7/session2,drummer7/session2/22,rock,drummer7/session2/22_rock_118_beat_4-4.mid,drummer7/session2/22_rock_118_beat_4-4.wav,118,train,1.0,1.4254962,1.6143175,1.701328,1.7358217,1.7451332,1.747902,1.7490969,1.0066828,1.3007159,1.569547,1.6890652,1.7399354,1.7555615,1.7579119,1.7592045
780,drummer7,drummer7/session2,drummer7/session2/24,rock,drummer7/session2/24_rock_118_beat_4-4.mid,drummer7/session2/24_rock_118_beat_4-4.wav,118,train,1.0,1.4341296,1.6246829,1.8986657,1.54355,1.5910082,1.8099545,1.5837951,1.3511387,1.7658262,2.0135472,1.7909553,1.7707223,1.8314979,2.2707489,1.8646977
782,drummer7,drummer7/session2,drummer7/session2/26,rock,drummer7/session2/26_rock_118_beat_4-4.mid,drummer7/session2/26_rock_118_beat_4-4.wav,118,train,7.2417603,7.261745,7.2851405,5.4538183,6.052291,6.872968,6.983328,5.4264174,5.408696,4.70935,1.3374951,1.3688273,1.1212946,1.0,1.6367981,2.2624028
783,drummer7,drummer7/session2,drummer7/session2/27,rock,drummer7/session2/27_rock_75_beat_4-4.mid,drummer7/session2/27_rock_75_beat_4-4.wav,75,validation,1.1104279,2.282855,2.9751155,2.6580193,2.1773384,3.16139,3.1793907,2.8869724,1.0,2.2052221,2.9131975,2.5204878,1.7845225,3.0470867,3.0971777,3.133087
785,drummer7,drummer7/session2,drummer7/session2/29,rock,drummer7/session2/29_rock_75_beat_4-4.mid,drummer7/session2/29_rock_75_beat_4-4.wav,75,train,3.451514,2.7345307,1.0,1.6020528,1.067458,1.7298815,1.627929,2.0136676,1.6182982,1.3934795,1.6547933,1.0353813,1.3794143,1.9797764,1.5976509,2.1792681
786,drummer7,drummer7/session2,drummer7/session2/3,rock,drummer7/session2/3_rock_120_beat_4-4.mid,drummer7/session2/3_rock_120_beat_4-4.wav,120,train,6.687928,6.801616,7.024696,7.132883,7.277118,4.7800198,1.3998555,1.290467,1.5582749,1.6468446,1.7528952,2.3742907,3.4477506,3.4077601,1.2445047,1.0
787,drummer7,drummer7/session2,drummer7/session2/30,rock,drummer7/session2/30_rock_75_beat_4-4.mid,drummer7/session2/30_rock_75_beat_4-4.wav,75,train,3.0893774,1.3203715,2.054164,1.2509078,1.4994287,2.0853975,2.5043235,1.0,1.43225,1.716936,1.918584,1.0479136,2.010652,2.451014,2.4037719,1.6223419
790,drummer7,drummer7/session2,drummer7/session2/33,rock,drummer7/session2/33_rock_75_beat_4-4.mid,drummer7/session2/33_rock_75_beat_4-4.wav,75,train,2.8797622,3.5299747,3.4320583,1.0,2.0623899,3.079609,2.8510575,1.8937174,2.9257135,3.54845,3.7055452,2.1924067,2.6354103,3.6357756,3.720129,1.620635
794,drummer7,drummer7/session2,drummer7/session2/37,rock,drummer7/session2/37_rock_112_beat_4-4.mid,drummer7/session2/37_rock_112_beat_4-4.wav,112,train,1.0,1.714188,2.37683,2.9340532,1.7096859,2.9397423,2.684094,3.5842307,1.5084229,1.7246175,1.8685951,2.6728282,2.2496858,2.765593,3.1138713,3.5233548
797,drummer7,drummer7/session2,drummer7/session2/4,rock,drummer7/session2/4_rock_120_beat_4-4.mid,drummer7/session2/4_rock_120_beat_4-4.wav,120,train,1.9212841,1.4522572,2.0386918,2.3970354,3.3811162,3.6103218,2.1826475,1.0,1.8598822,2.3141696,2.2995138,2.3347325,2.2054403,2.0417058,2.098552,2.2423127
803,drummer7,drummer7/session2,drummer7/session2/45,rock,drummer7/session2/45_rock_135_beat_4-4.mid,drummer7/session2/45_rock_135_beat_4-4.wav,135,train,5.0849967,2.6941602,1.9068611,2.3467286,3.1269627,3.8540406,3.6505487,4.486681,3.2636142,4.4505296,1.0,2.3099172,3.1526203,4.1648154,2.8028584,3.9365826
804,drummer7,drummer7/session2,drummer7/session2/46,rock,drummer7/session2/46_rock_135_beat_4-4.mid,drummer7/session2/46_rock_135_beat_4-4.wav,135,validation,3.5587478,4.504062,4.7297354,4.6229997,3.0113885,4.3468237,4.7038803,4.745478,1.1454402,1.0,1.4601117,1.6269269,1.9558263,2.3811421,2.5216486,2.178781
807,drummer7,drummer7/session2,drummer7/session2/49,rock,drummer7/session2/49_rock_135_beat_4-4.mid,drummer7/session2/49_rock_135_beat_4-4.wav,135,train,1.8215553,1.988769,2.3419821,2.6533742,1.0,1.9037423,1.2988244,2.3097954,1.6813697,2.8678343,1.6081343,2.22704,1.1164734,1.3677293,1.9235121,2.2906768
808,drummer7,drummer7/session2,drummer7/session2/5,rock,drummer7/session2/5_rock_120_beat_4-4.mid,drummer7/session2/5_rock_120_beat_4-4.wav,120,train,2.0663404,3.663084,3.1222754,4.40823,2.047646,3.0732477,4.4232225,4.9449134,2.8843422,2.1838186,2.778427,3.533416,3.7240162,1.0,2.2876801,2.401273
812,drummer7,drummer7/session2,drummer7/session2/53,rock,drummer7/session2/53_rock_135_beat_4-4.mid,drummer7/session2/53_rock_135_beat_4-4.wav,135,test,2.0387056,1.745421,2.1605916,1.5519903,1.2346022,1.7386925,2.087792,1.6375211,1.8711104,2.5026855,1.7039406,2.4285169,1.0,1.5593791,1.7292774,2.4071567
813,drummer7,drummer7/session2,drummer7/session2/54,soul/motown,drummer7/session2/54_soul-motown_148_beat_4-4.mid,drummer7/session2/54_soul-motown_148_beat_4-4.wav,148,train,1.0,2.1474023,3.0542643,4.088907,1.290604,2.2584703,2.458434,3.6442857,2.0842707,2.0471847,2.7832088,3.7902763,3.7633796,1.2531208,2.3962193,2.7609205
819,drummer7,drummer7/session2,drummer7/session2/6,rock,drummer7/session2/6_rock_120_beat_4-4.mid,drummer7/session2/6_rock_120_beat_4-4.wav,120,train,3.3560557,4.4211254,1.0,2.314927,2.5217845,3.7321258,2.4937284,2.9044056,3.6455457,3.8958137,3.7504392,1.1484299,2.469414,2.8741598,3.922176,1.8640195
823,drummer7,drummer7/session2,drummer7/session2/63,soul/motown,drummer7/session2/63_soul-motown_148_beat_4-4.mid,drummer7/session2/63_soul-motown_148_beat_4-4.wav,148,train,3.0341911,1.0,1.4166169,1.9552081,2.570449,2.7755935,2.7422397,3.2800543,1.6635125,2.8676934,1.419608,1.7418231,2.1916933,2.4784575,3.0010598,2.5934267
824,drummer7,drummer7/session2,drummer7/session2/64,rock,drummer7/session2/64_rock_145_beat_4-4.mid,drummer7/session2/64_rock_145_beat_4-4.wav,145,train,1.0,2.2174914,2.2399242,3.5897117,2.1524549,3.0559173,3.8513122,5.0584455,3.4030657,1.578053,2.5662484,2.8883963,4.1456084,2.2127385,3.2532096,3.2829943
830,drummer7,drummer7/session2,drummer7/session2/7,rock,drummer7/session2/7_rock_120_beat_4-4.mid,drummer7/session2/7_rock_120_beat_4-4.wav,120,train,3.5987573,3.6834652,3.8510401,3.443446,2.9075272,3.7249591,1.0,1.0165344,1.4164463,1.8088715,1.8062763,1.736096,1.917792,1.8506665,1.6791042,1.947636
833,drummer7,drummer7/session2,drummer7/session2/72,funk,drummer7/session2/72_funk_100_beat_4-4.mid,drummer7/session2/72_funk_100_beat_4-4.wav,100,train,1.0,1.8366034,2.7697217,2.2589958,3.2380934,2.699707,1.8615735,2.961798,1.4123012,1.69655,2.2437658,2.4260488,2.3538587,3.0087388,2.2605562,1.799624
837,drummer7,drummer7/session2,drummer7/session2/76,funk,drummer7/session2/76_funk_100_beat_4-4.mid,drummer7/session2/76_funk_100_beat_4-4.wav,100,train,1.920391,2.0033512,2.5896497,1.0703835,2.1476316,1.9355234,3.1842523,2.0356429,1.6607144,2.0213974,2.2327414,2.3976836,1.75784,3.341318,1.0,2.1858025
838,drummer7,drummer7/session2,drummer7/session2/77,funk,drummer7/session2/77_funk_100_beat_4-4.mid,drummer7/session2/77_funk_100_beat_4-4.wav,100,train,2.169047,3.4961622,1.141518,1.9742407,2.5838106,2.7202814,2.4012835,3.1328566,2.4288483,2.186499,1.6637263,1.0,2.1753492,2.9706855,2.8412056,2.1423187
839,drummer7,drummer7/session2,drummer7/session2/78,funk,drummer7/session2/78_funk_100_beat_4-4.mid,drummer7/session2/78_funk_100_beat_4-4.wav,100,train,1.9397193,2.6806142,2.4243886,3.377511,1.6038008,2.9950857,1.0,1.9101222,1.7892549,2.2007701,3.2305343,3.666312,1.7297226,2.030932,2.5457988,3.5566704
840,drummer7,drummer7/session2,drummer7/session2/79,funk,drummer7/session2/79_funk_100_beat_4-4.mid,drummer7/session2/79_funk_100_beat_4-4.wav,100,train,1.1494807,1.6957029,1.4862777,2.4325366,1.0022352,1.2960839,1.96315,1.9475191,1.57875,2.0462127,1.3992171,1.8872812,1.7020084,1.0,1.7257727,2.394249
841,drummer7,drummer7/session2,drummer7/session2/8,rock,drummer7/session2/8_rock_95_beat_4-4.mid,drummer7/session2/8_rock_95_beat_4-4.wav,95,validation,2.521287,2.7176573,1.4947084,1.5695375,2.529733,3.166023,2.7188914,2.5759575,3.1507788,2.9301026,3.255419,1.0,2.1062417,2.9182427,3.360307,2.0243561
842,drummer7,drummer7/session2,drummer7/session2/80,country,drummer7/session2/80_country_78_beat_4-4.mid,drummer7/session2/80_country_78_beat_4-4.wav,78,train,2.6417,3.572842,1.0,2.1318226,2.339597,3.1020586,3.5748756,3.3847995,2.6893218,3.4585547,1.4331758,1.8068461,2.3405046,3.0093577,2.702909,2.8828516
849,drummer7,drummer7/session2,drummer7/session2/87,hiphop,drummer7/session2/87_hiphop_75_beat_4-4.mid,drummer7/session2/87_hiphop_75_beat_4-4.wav,75,train,2.2194827,2.0134017,1.6961386,1.0,1.7212257,1.7392315,2.371903,2.242923,1.9996483,1.9737542,2.43596,1.089775,2.1925628,2.366028,2.5692036,1.8091327
855,drummer7,drummer7/session2,drummer7/session2/92,hiphop,drummer7/session2/92_hiphop_75_beat_4-4.mid,drummer7/session2/92_hiphop_75_beat_4-4.wav,75,train,1.9417933,2.3408315,1.0,2.314953,1.6607696,2.922969,2.1719856,2.6923995,2.078699,2.2057145,1.6406637,1.7782949,1.8889114,2.5504184,1.9161171,2.512134
856,drummer7,drummer7/session2,drummer7/session2/93,hiphop,drummer7/session2/93_hiphop_75_beat_4-4.mid,drummer7/session2/93_hiphop_75_beat_4-4.wav,75,test,1.9373498,2.7812295,1.0,2.5536273,1.7431307,2.4683318,1.9980125,2.487862,2.0336761,2.7945566,1.3113179,2.2411623,2.0695982,2.97632,1.5304106,3.1810439
859,drummer7,drummer7/session2,drummer7/session2/96,pop,drummer7/session2/96_pop_142_beat_4-4.mid,drummer7/session2/96_pop_142_beat_4-4.wav,142,validation,2.3547354,1.0,1.4145015,2.0359602,2.382233,1.2173178,1.4422871,2.0340836,2.3752208,1.3016676,1.3930397,2.0076306,2.3713965,1.3460044,1.2190835,1.8693044
860,drummer7,drummer7/session2,drummer7/session2/97,pop,drummer7/session2/97_pop_142_beat_4-4.mid,drummer7/session2/97_pop_142_beat_4-4.wav,142,train,1.0,2.0783827,2.835473,3.6561306,1.0545785,1.3111988,1.3232375,2.212409,1.7075664,2.3007097,2.2522988,3.600953,1.8544219,1.1437039,1.5332844,1.7430886
863,drummer7,drummer7/session3,drummer7/session3/1,rock,drummer7/session3/1_rock_60_beat_4-4.mid,drummer7/session3/1_rock_60_beat_4-4.wav,60,train,1.8533809,1.7319617,1.0,2.0429168,1.8568531,2.2046297,1.7448812,1.7339448,1.4593254,1.9939951,1.0516802,1.5187459,1.5623926,1.9185874,1.5221851,1.9857582
864,drummer7,drummer7/session3,drummer7/session3/10,rock,drummer7/session3/10_rock_60_beat_4-4.mid,drummer7/session3/10_rock_60_beat_4-4.wav,60,train,2.9548862,2.5120933,1.0,2.2480626,1.9678923,2.4979703,2.4444168,2.5687153,2.3262186,2.7037716,1.2556846,1.5755421,2.309841,2.6760147,2.2551413,2.8294697
871,drummer7,drummer7/session3,drummer7/session3/106,hiphop,drummer7/session3/106_hiphop_70_beat_4-4.mid,drummer7/session3/106_hiphop_70_beat_4-4.wav,70,train,2.8695676,2.1437886,2.6698434,1.0,2.5654624,1.6950916,3.237511,2.0888777,2.6110742,1.8422629,3.0657806,1.2520509,1.9415793,1.9483887,2.058153,1.682477
873,drummer7,drummer7/session3,drummer7/session3/108,rock,drummer7/session3/108_rock_95_beat_4-4.mid,drummer7/session3/108_rock_95_beat_4-4.wav,95,train,2.1552632,2.3957791,1.0,1.9833666,1.6887724,3.3600848,3.9669118,4.4352283,2.0316367,3.0737464,1.5719692,2.1800025,2.3261604,2.3405929,2.4630582,3.4777682
874,drummer7,drummer7/session3,drummer7/session3/109,rock,drummer7/session3/109_rock_95_beat_4-4.mid,drummer7/session3/109_rock_95_beat_4-4.wav,95,test,2.6218913,2.7492614,2.8423777,2.6837227,2.155341,3.0145497,3.2079916,3.2748966,1.2324053,2.0748956,1.6465211,2.4428418,1.0,1.1961335,1.4275758,1.6776652
875,drummer7,drummer7/session3,drummer7/session3/11,pop/soft,drummer7/session3/11_pop-soft_83_beat_4-4.mid,drummer7/session3/11_pop-soft_83_beat_4-4.wav,83,validation,1.099791,2.193741,1.9768999,2.4564867,2.1362274,2.6453786,2.6976893,2.7127142,1.0,1.9906769,2.6183214,2.716484,1.9979248,2.4091077,2.5918436,2.6595
883,drummer7,drummer7/session3,drummer7/session3/117,rock,drummer7/session3/117_rock_95_beat_4-4.mid,drummer7/session3/117_rock_95_beat_4-4.wav,95,test,6.381462,5.499363,4.770915,5.4356904,3.8750381,5.19455,1.9548626,2.6049123,1.0,1.205946,1.1602439,1.5828342,1.7698476,2.0675824,2.3324916,2.359193
885,drummer7,drummer7/session3,drummer7/session3/119,rock,drummer7/session3/119_rock_95_beat_4-4.mid,drummer7/session3/119_rock_95_beat_4-4.wav,95,train,2.1349552,3.652821,3.4143162,2.963578,1.0690025,2.2874467,2.2827053,3.5276148,4.5176473,4.2899485,1.8439894,3.5566077,1.0,2.0412726,2.7546146,3.895377
887,drummer7,drummer7/session3,drummer7/session3/120,rock,drummer7/session3/120_rock_93_beat_4-4.mid,drummer7/session3/120_rock_93_beat_4-4.wav,93,train,1.5335736,1.6669438,2.0211153,1.8305451,1.0,1.7413692,2.0933125,2.1583295,1.3557708,1.7458541,2.036838,1.4327928,1.6796012,1.9074864,1.5920926,1.911903
896,drummer7,drummer7/session3,drummer7/session3/129,rock,drummer7/session3/129_rock_93_beat_4-4.mid,drummer7/session3/129_rock_93_beat_4-4.wav,93,train,1.0035018,1.3447663,1.5425876,1.1562672,1.5480907,1.7444191,1.3944137,1.6967988,1.5226222,1.373805,1.6858109,1.8595179,1.1034383,1.0,1.5166382,1.6958292
898,drummer7,drummer7/session3,drummer7/session3/130,soul,drummer7/session3/130_soul_105_beat_4-4.mid,drummer7/session3/130_soul_105_beat_4-4.wav,105,train,3.9960663,4.10039,2.4132977,4.4304533,5.7746024,4.229762,4.030428,4.969326,3.4179113,5.399989,1.0,2.5601532,4.1384907,4.722314,3.3509295,5.536876
899,drummer7,drummer7/session3,drummer7/session3/131,soul,drummer7/session3/131_soul_105_beat_4-4.mid,drummer7/session3/131_soul_105_beat_4-4.wav,105,train,1.0,2.2043643,3.1128123,3.6468394,3.3157213,3.214097,2.3872209,3.6255481,1.164342,2.7877276,2.7741053,4.0697064,3.498938,3.52255,2.0112927,3.3139756
900,drummer7,drummer7/session3,drummer7/session3/132,soul,drummer7/session3/132_soul_105_beat_4-4.mid,drummer7/session3/132_soul_105_beat_4-4.wav,105,test,3.148245,3.7616081,1.0,2.0346522,2.760682,3.9416294,3.6339037,3.878777,2.2344012,3.7921944,1.3674184,3.028304,2.903773,3.6787188,2.9632165,4.229568
901,drummer7,drummer7/session3,drummer7/session3/133,soul,drummer7/session3/133_soul_105_beat_4-4.mid,drummer7/session3/133_soul_105_beat_4-4.wav,105,test,9.476399,9.476399,9.476399,9.476399,9.476399,9.476399,9.476399,9.476399,6.93601,9.137235,9.446782,5.9028134,1.0,1.6791987,1.045773,3.0458715
920,drummer7,drummer7/session3,drummer7/session3/150,soul,drummer7/session3/150_soul_105_beat_4-4.mid,drummer7/session3/150_soul_105_beat_4-4.wav,105,train,16.023417,16.023417,16.023417,13.186012,12.980031,14.182201,12.031203,15.524788,9.217383,11.895919,2.091039,3.0838134,4.362046,2.183463,1.0,4.3225408
921,drummer7,drummer7/session3,drummer7/session3/151,soul,drummer7/session3/151_soul_98_beat_4-4.mid,drummer7/session3/151_soul_98_beat_4-4.wav,98,train,10.093383,10.093383,10.093383,8.833687,8.693799,10.015854,10.075582,10.074244,3.6282995,4.148017,7.0287294,9.033336,1.0,3.3116336,1.8898017,2.2221394
929,drummer7,drummer7/session3,drummer7/session3/159,soul,drummer7/session3/159_soul_98_beat_4-4.mid,drummer7/session3/159_soul_98_beat_4-4.wav,98,train,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,7.946103,6.5574865,1.0,2.6422353,1.0152911,1.5087144
937,drummer7,drummer7/session3,drummer7/session3/22,pop/soft,drummer7/session3/22_pop-soft_83_beat_4-4.mid,drummer7/session3/22_pop-soft_83_beat_4-4.wav,83,validation,2.1452436,2.1513886,2.1557474,2.1558118,1.8400533,2.14,2.152034,2.1524954,2.1558118,2.1558118,2.1558118,2.1558118,1.0730824,1.0,1.7017782,2.1026096
938,drummer7,drummer7/session3,drummer7/session3/23,pop/soft,drummer7/session3/23_pop-soft_83_beat_4-4.mid,drummer7/session3/23_pop-soft_83_beat_4-4.wav,83,train,4.306765,4.306765,4.306765,4.306765,4.306765,4.306765,4.306765,4.306765,1.8997663,1.1774436,2.1466124,1.1034065,1.7490044,1.027102,1.0,1.4791083
939,drummer7,drummer7/session3,drummer7/session3/24,hiphop,drummer7/session3/24_hiphop_67_beat_4-4.mid,drummer7/session3/24_hiphop_67_beat_4-4.wav,67,test,3.1156754,2.9577353,1.1574935,2.6410494,2.341466,3.8293126,2.6482458,3.38705,2.7106223,3.8995054,1.0,2.2091038,2.9912503,3.3639576,2.2222764,3.726067
954,drummer7,drummer7/session3,drummer7/session3/38,hiphop,drummer7/session3/38_hiphop_67_beat_4-4.mid,drummer7/session3/38_hiphop_67_beat_4-4.wav,67,train,2.3016226,2.3116102,2.311958,2.314781,1.9520972,2.3116164,2.3177562,2.3215597,2.3230867,2.3230867,2.3230867,2.3230867,2.2906845,1.9747951,1.0,1.7523979
955,drummer7,drummer7/session3,drummer7/session3/39,rock/indie,drummer7/session3/39_rock-indie_63_beat_4-4.mid,drummer7/session3/39_rock-indie_63_beat_4-4.wav,63,train,1.946637,1.9824713,1.0137508,1.8428369,1.8204749,2.0521812,1.7571977,2.0912526,1.9044647,1.8553387,1.0,1.4902691,1.7274545,1.9533889,1.5584751,2.012641
963,drummer7,drummer7/session3,drummer7/session3/46,rock/indie,drummer7/session3/46_rock-indie_63_beat_4-4.mid,drummer7/session3/46_rock-indie_63_beat_4-4.wav,63,train,1.675106,2.0987737,2.2025225,2.0800085,1.0,1.8974519,1.9398024,2.157557,1.9447573,1.859958,1.6717572,1.8797059,1.2028773,1.5251799,1.6844645,1.7495596
964,drummer7,drummer7/session3,drummer7/session3/47,funk,drummer7/session3/47_funk_112_beat_4-4.mid,drummer7/session3/47_funk_112_beat_4-4.wav,112,train,2.3643198,2.6527588,1.0,1.7860653,2.4095638,2.0988111,2.3132005,2.4891794,1.5776068,2.034083,1.388152,1.4712769,2.0912127,2.4232433,1.9415652,2.4248512
965,drummer7,drummer7/session3,drummer7/session3/48,funk,drummer7/session3/48_funk_112_beat_4-4.mid,drummer7/session3/48_funk_112_beat_4-4.wav,112,train,1.0,1.9272188,2.8111963,2.5921962,1.4711933,2.2302098,2.2814915,2.9416826,2.2490284,2.7313585,1.6283553,1.7485535,2.0713422,2.3337889,2.2804413,2.846008
966,drummer7,drummer7/session3,drummer7/session3/49,funk,drummer7/session3/49_funk_112_beat_4-4.mid,drummer7/session3/49_funk_112_beat_4-4.wav,112,train,3.7023647,3.7257223,3.7257721,3.706313,1.0,1.9109149,2.812178,2.886702,3.0556335,3.0238466,2.1599138,2.9569097,1.6072602,1.5209703,2.3910227,2.8525145
983,drummer7,drummer7/session3,drummer7/session3/64,funk,drummer7/session3/64_funk_112_beat_4-4.mid,drummer7/session3/64_funk_112_beat_4-4.wav,112,train,4.226239,4.3461404,4.350477,4.350216,4.354475,4.360182,4.360182,4.357327,3.5888484,4.30895,4.3499207,4.3504434,1.8132428,1.0,1.4723536,2.134219
984,drummer7,drummer7/session3,drummer7/session3/65,funk,drummer7/session3/65_funk_112_beat_4-4.mid,drummer7/session3/65_funk_112_beat_4-4.wav,112,train,2.0456917,2.9845874,1.0,1.7405124,2.6335266,2.6260622,2.9473205,2.7529984,1.8624008,2.2459912,1.4461186,1.4697046,2.357347,2.7127519,2.347224,2.7664044
986,drummer7,drummer7/session3,drummer7/session3/67,neworleans/funk,drummer7/session3/67_neworleans-funk_93_beat_4-4.mid,drummer7/session3/67_neworleans-funk_93_beat_4-4.wav,93,train,1.0,2.0215013,2.881875,1.8648984,1.7458013,2.4546945,1.1439811,1.6061325,2.257209,1.8126851,1.4016564,2.4144914,1.736736,1.2520926,2.171261,2.6117144
1013,drummer7,drummer7/session3,drummer7/session3/91,neworleans/funk,drummer7/session3/91_neworleans-funk_93_beat_4-4.mid,drummer7/session3/91_neworleans-funk_93_beat_4-4.wav,93,train,10.108859,10.062686,1.0936009,3.3326514,5.485042,4.7119427,2.9809313,5.3682823,2.797131,2.7741017,4.8093076,6.4414926,2.3148692,4.8525734,6.1853356,1.0
1014,drummer7,drummer7/session3,drummer7/session3/92,hiphop,drummer7/session3/92_hiphop_70_beat_4-4.mid,drummer7/session3/92_hiphop_70_beat_4-4.wav,70,train,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,4.4826775,2.1445522,1.0,2.0399103
1022,drummer8,drummer8/eval_session,drummer8/eval_session/1,funk/groove1,drummer8/eval_session/1_funk-groove1_138_beat_4-4.mid,drummer8/eval_session/1_funk-groove1_138_beat_4-4.wav,138,test,2.0260346,2.7709732,1.0,1.5589414,2.1187723,1.5660762,1.5721799,1.8573011,1.8412273,2.0988288,1.5726786,1.1946933,1.8320854,2.2705512,1.8089201,1.664476
1023,drummer8,drummer8/eval_session,drummer8/eval_session/10,soul/groove10,drummer8/eval_session/10_soul-groove10_102_beat_4-4.mid,drummer8/eval_session/10_soul-groove10_102_beat_4-4.wav,102,test,1.7100877,2.5673227,1.0,1.6692547,1.6498154,2.4099205,2.0152075,2.1249228,1.3750877,2.1723528,1.5947152,1.2480856,1.7038459,2.0369613,2.2221353,1.4970638
1024,drummer8,drummer8/eval_session,drummer8/eval_session/2,funk/groove2,drummer8/eval_session/2_funk-groove2_105_beat_4-4.mid,drummer8/eval_session/2_funk-groove2_105_beat_4-4.wav,105,test,1.3019938,1.165198,1.8949691,2.3598814,1.9261236,2.5594015,1.8168646,1.2714912,1.908573,1.0,1.8135008,2.4392366,2.707763,1.6534804,2.5927854,2.7551847
1025,drummer8,drummer8/eval_session,drummer8/eval_session/3,soul/groove3,drummer8/eval_session/3_soul-groove3_86_beat_4-4.mid,drummer8/eval_session/3_soul-groove3_86_beat_4-4.wav,86,test,1.492553,1.8539042,1.9812939,1.6473806,1.1616819,1.8671876,2.0591362,1.1904548,1.8134017,1.592822,1.7070905,2.058418,1.0,1.4492024,1.8082408,1.4635129
1026,drummer8,drummer8/eval_session,drummer8/eval_session/4,soul/groove4,drummer8/eval_session/4_soul-groove4_80_beat_4-4.mid,drummer8/eval_session/4_soul-groove4_80_beat_4-4.wav,80,test,2.2801414,2.0771873,1.0660129,1.7993828,2.1629941,1.8874276,1.7777555,2.1349444,1.9306456,2.2078733,1.0,1.8284326,2.0035706,1.8874938,1.6448137,2.2447271
1027,drummer8,drummer8/eval_session,drummer8/eval_session/5,funk/groove5,drummer8/eval_session/5_funk-groove5_84_beat_4-4.mid,drummer8/eval_session/5_funk-groove5_84_beat_4-4.wav,84,test,1.2524436,2.2497964,2.9041588,1.0,2.0286655,2.7392917,1.4015149,1.0262463,1.9609969,1.2502664,1.1687943,1.0183874,1.2239816,1.4744717,1.9205232,2.1013327
